expenditure_date,committee_name,expense_category,payee_name,address,payee_type,amount,expense_purpose
2022-07-13,Jahn  Christopher (Chris) Friends For,Media,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-4280,Business/Group/Organization,130.13,Online Advertising
2022-07-15,Jahn  Christopher (Chris) Friends For,Media,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-4280,Business/Group/Organization,107.54,Online Advertising
2022-07-18,Jahn  Christopher (Chris) Friends For,Media,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-4280,Business/Group/Organization,121.36,Online Advertising
2022-07-20,Jahn  Christopher (Chris) Friends For,Media,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-4280,Business/Group/Organization,37.96,Online Advertising
2022-07-20,Jahn  Christopher (Chris) Friends For,Media,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-4280,Business/Group/Organization,50,Online Advertising
2022-07-22,Jahn  Christopher (Chris) Friends For,Media,Epik.com,1100 Bellevue Way NE  Suite  8A-601  Bellevue  Washington 98004-4280,Business/Group/Organization,9.99,Media - Website Development
2022-08-22,Jahn  Christopher (Chris) Friends For,Media,Epik.com,1100 Bellevue Way NE  Suite  8A-601  Bellevue  Washington 98004-4280,Business/Group/Organization,9.99,Media - Website Development
2022-07-22,Bennett  Jacob Vote for,Media,facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,100,Online Advertising
2022-08-06,Bennett  Jacob Vote for,Media,facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Online Advertising
2022-08-22,Bennett  Jacob Vote for,Media,facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,78.35,Online Advertising
2022-07-29,Ostrow  Scott Robert Committee to Elect,Media,The County Times,43251 Rescue Ln  Hollywood  Maryland 20636,Business/Group/Organization,199,Newspaper
2022-07-19,Colvin  Eric Voters for,Media,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),360,Online Advertising
2022-07-31,Colvin  Eric Voters for,Media,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),78.5,Online Advertising
2022-08-22,Colvin  Eric Voters for,Media,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),185.7,Book/Brochure Advertising
2022-07-05,Redmer  Steve Friends of,Media,Red Maverick Media  LLC,1426 N. 3rd St.  Suite 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,2000,Online Advertising
2022-07-18,Redmer  Steve Friends of,Media,Red Maverick Media  LLC,1426 N. 3rd St.  Suite 310  Harrisburg  Pennsylvania 17102,Business/Group/Organization,500,Online Advertising
2022-07-09,Plotts  David for Wicomico,Media,Meta Platforms Inc.,1 Hacker Way  Menlo Park  California 90425,Business/Group/Organization,25,Online Advertising
2022-07-17,Plotts  David for Wicomico,Media,Meta Platforms Inc.,1 Hacker Way  Menlo Park  California 90425,Business/Group/Organization,35,Online Advertising
2022-07-21,Plotts  David for Wicomico,Media,Meta Platforms Inc.,1 Hacker Way  Menlo Park  California 90425,Business/Group/Organization,38.96,Online Advertising
2022-07-14,Dacey  Phil Friends of,Media,Edward Dacey,16166 Connors Way  Rockville  Maryland 20855,Individual,1416,Radio
2022-07-23,Dacey  Phil Friends of,Media,Majority Strategies,PO Box 67912  Dallas  Texas 75267,Business/Group/Organization,703.78,Phones / Robo calls
2022-07-13,McKay  Mike Citizens to Elect,Media,SPM Strategies,5612 Herberts Crossing Drive  Burke  Virgin Islands 22015,Business/Group/Organization,3447,Graphic Design
2022-07-13,McKay  Mike Citizens to Elect,Media,Forever Media,350 Byrd Ave  Cumberland  Maryland 21502,Business/Group/Organization,418,Radio
2022-07-13,McKay  Mike Citizens to Elect,Media,FaceBook Ads,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,114.88,Online Advertising
2022-07-13,McKay  Mike Citizens to Elect,Media,FaceBook Ads,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-07-11,Pope  Jeremiah Citizens for,Media,Feargal O'Toole,65 Myrtle St  Somerville  Massachusetts 02145,Individual,2000,Consulting Fees - Media
2022-07-06,McKay  (Tommy) For Southern Maryland,Media,Somar Radio,28095 Three Notch Road  Mechanicsville  Maryland 20659,Business/Group/Organization,3600,Radio
2022-07-25,Yang  Julie Friends of,Media,Wix,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,6.36,Media - Website Development
2022-08-01,Yang  Julie Friends of,Media,Bethesda Magazine,6116 Executive Blvd.  Rockville  Maryland 20852,Business/Group/Organization,428,Newspaper
2022-08-08,Sullivan  Reardon for MOCO,Media,The Blue Wave,1201 Seven Locks Rd Suite 360  Potomac  Maryland 20854,Business/Group/Organization,3500,Videos
2022-07-13,Hance  (Earl) for Commissioner,Media,County Times,PO Box 250  Hollywood  Maryland 20636,Business/Group/Organization,249,Newspaper
2022-07-08,Schwartz  Paul for Montgomery County,Media,The Greater Olney News,PO Box 171  Olney  Maryland 20830,Business/Group/Organization,395,Newspaper
2022-07-11,Franchot Anderson-Walker for Maryland Slate,Media,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-07-11,Franchot Anderson-Walker for Maryland Slate,Media,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-08-01,Guzzone  Pamela (Pam) Lanman People for,Media,Collin Sullivan,7805 Grassy Garth  Elkridge  Maryland 21075,Individual,759.07,Online Advertising
2022-07-12,DeWees  (James) for Sheriff,Media,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,47.7,Online Advertising
2022-08-12,DeWees  (James) for Sheriff,Media,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,47.7,Online Advertising
2022-08-03,Jasani  Salimah Friends of,Media,Wix.com LTD,40 Namal  6350671  Tel Aviv  ISRAEL,Business/Group/Organization,24.38,Media - Website Development
2022-07-26,Harrison  Andrea Friends Of,Media,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,297.01,Phones / Robo calls
2022-08-01,Harrison  Andrea Friends Of,Media,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.99,Phones / Robo calls
2022-08-01,Harrison  Andrea Friends Of,Media,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,10.59,Phones / Robo calls
2022-08-01,Harrison  Andrea Friends Of,Media,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,7.41,Phones / Robo calls
2022-08-02,Washington  Mary People Uniting to Elect,Media,Indeed,6433 Champion Grandview Way  Bldg 1  Austin  Texas 78750,Business/Group/Organization,2.56,Online Advertising
2022-08-08,Washington  Mary People Uniting to Elect,Media,Ziprecruiter,604 Arizona Ave  Santa Monica  California 90401,Business/Group/Organization,59.99,Online Advertising
2022-08-09,Washington  Mary People Uniting to Elect,Media,Square Inc,1455 Market St  San Fransisco  California 94103,Business/Group/Organization,29,Media - Website Development
2022-08-17,Silvestre  Karla Friends of,Media,New Age Graphics,11811 Ivanhoe St  Silver Spring  Maryland 20902,Business/Group/Organization,200,Graphic Design
2022-08-10,Pontius  Joan Friends of,Media,East Cost Advertising Specialities Inc.,2917 Chestnut Hill Drive  Ellicott City  Maryland 21043,Business/Group/Organization,731.4,Billboards / Outdoor Advertising
2021-05-11,Jones  Julian Citizens For,Media,Tidemore,516 North Charles Street  Baltimore  Maryland 21201,Business/Group/Organization,1250,Consulting Fees - Media
2021-05-24,Jones  Julian Citizens For,Media,Campaigner - J2 Global,6922 Hollywood Blvd  LOS ANGELES  California 90028-6117,Business/Group/Organization,96.36,Online Advertising
2021-06-16,Jones  Julian Citizens For,Media,Tidemore,516 North Charles Street  Baltimore  Maryland 21201,Business/Group/Organization,1250,Consulting Fees - Media
2022-07-07,Leadbetter  Shannon Friends of,Media,effecttv,Five Times Square  Ninth Floor  New York  New York 10036,Business/Group/Organization,1004.7,TV
2022-07-11,Leadbetter  Shannon Friends of,Media,effecttv,Five Times Square  Ninth Floor  New York  New York 10036,Business/Group/Organization,1003.85,TV
2022-07-15,Leadbetter  Shannon Friends of,Media,Shannon Leadbetter,1725 Mayfair Place  Crofton  Anne Arundel   Maryland 21114,Individual,4931.7,TV
2022-07-05,Colvin  Eric Voters for,Media,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),200,Phones / Robo calls
2022-07-15,Colvin  Eric Voters for,Media,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),150,Online Advertising
2022-07-15,Colvin  Eric Voters for,Media,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),18.5,Online Advertising
2022-07-18,Colvin  Eric Voters for,Media,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),200,Online Advertising
2022-07-17,Adler   Delphine Tudy Friends of,Media,Burton Research & Strategies,8820 Galax Ct.  Chapel Hill  North Carolina 27516,Business/Group/Organization,1566.64,Phones / Robo calls
2022-08-01,Adler   Delphine Tudy Friends of,Media,139 Handcrafted,58 Winnicutt Road  Stratham  New Hampshire 03885,Business/Group/Organization,337.5,Graphic Design
2022-08-04,Adler   Delphine Tudy Friends of,Media,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,328.6,Online Advertising
2022-08-01,Adler   Delphine Tudy Friends of,Media,Biz Marquee,77 E. Main Street  Suite 310  Westminster  Maryland 21157,Business/Group/Organization,270,Online Advertising
2022-08-11,Hartman  Wayne Friends of,Media,Resort Broadcasting Co,PO Box 530  Rehoboth Beach  Delaware 19971,Business/Group/Organization,1000,Radio
2022-08-17,Ellenby  Jay Friends of,Media,Main St. Design llc,50 N Main Street  Bel Air  Maryland 21014,Business/Group/Organization,1550,Online Advertising
2022-07-04,Mink  Kristin Friends of,Media,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,100,Online Advertising
2022-07-11,Jacobs  Jay Friends of,Media,Jay A. Jacobs,PO Box 109  Rock Hall  Maryland 21661,Individual,259.7,Online Advertising
2022-08-09,Harrison  Andrea Friends Of,Media,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,298.09,Phones / Robo calls
2022-08-16,Harrison  Andrea Friends Of,Media,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,7.41,Media - Website Development
2022-07-17,Leadbetter  Shannon Friends of,Media,Meta Platforms Inc,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
2022-07-31,Leadbetter  Shannon Friends of,Media,Meta Platforms Inc,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,259.29,Online Advertising
2022-07-14,Talbot County Democratic Central Committee,Media,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-07-27,Talbot County Democratic Central Committee,Media,Monday.com,246 5th Avenue  New York  New York 10001,Business/Group/Organization,36,Media - Website Development
2022-08-02,Talbot County Democratic Central Committee,Media,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-08-02,Leadbetter  Shannon Friends of,Media,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,90.78,Online Advertising
2022-08-23,Davis  (Ernest) Campaign for,Media,Awnings Inc.,3416 Saint Ambrose Ave.  Baltimore  Maryland 21215,Business/Group/Organization,504.51,Media - Website Development
2022-08-14,Talbot County Democratic Central Committee,Media,Monday.com,246 5th Avenue  New York  New York 10001,Business/Group/Organization,36,Media - Website Development
2022-08-22,Talbot County Democratic Central Committee,Media,Squarespace Inc,8 Clarkson Street  12th Floor  New York  New York 10014,Business/Group/Organization,228.96,Media - Website Development
2022-07-05,Schuh  Steve Citizens To Elect,Media,Constant Contact,110 K St NW  Washington  District Of Columbia 20005,Business/Group/Organization,45,Online Advertising
2022-07-06,Bertino  (Anthony) for Commissioner,Media,Ocean City Today,11934 Ocean Gtwy  Ste 6  Ocean City  Maryland 21842,Business/Group/Organization,790,Newspaper
2022-07-06,Bertino  (Anthony) for Commissioner,Media,The Courier,98 Nottingham Ln  Berlin  Maryland 21811,Business/Group/Organization,301,Newspaper
2022-07-11,Bertino  (Anthony) for Commissioner,Media,The Courier,98 Nottingham Ln  Berlin  Maryland 21811,Business/Group/Organization,301,Newspaper
2022-07-27,Bertino  (Anthony) for Commissioner,Media,The Courier,98 Nottingham Ln  Berlin  Maryland 21811,Business/Group/Organization,301,Newspaper
2022-07-28,Bertino  (Anthony) for Commissioner,Media,Ocean City Today,11934 Ocean Gtwy  Ste 6  Ocean City  Maryland 21842,Business/Group/Organization,118,Newspaper
2022-07-15,Marks  David Friends of,Media,David Marks,49 Chesthill Court  Baltimore  Baltimore Co.   Maryland 21236,Individual,20.16,Media - Website Development
2022-07-25,Novotny  Reid J. Elect,Media,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,20,Online Advertising
2022-08-03,Chinese American Political Association (CAPA) PAC,Media,AMAZON WEB SERVICE,410 TERRY AVE N  SAN JOSE  California 95131,Business/Group/Organization,5,Media - Website Development
2022-08-10,Watson  Rita L. Friends to Re-Elect,Media,NCWV Media,324 Hewes Avenue  Clarksburg  West Virginia 26301,Business/Group/Organization,149.4,Newspaper
2022-08-22,Boyle-Tsottles  Jessica Friends of,Media,Insider Management Group,34 W. Gordon Street  -  Bel Air  Maryland 21014,Business/Group/Organization,175,Book/Brochure Advertising
2022-07-14,Stepp  Dave for Talbot County Council,Media,APG Media of the Chesapeake,29088 Airpark Dr  Easton  Maryland 21601,Business/Group/Organization,295,Newspaper
2022-07-18,Buiniskis  Courtney L. Citizens for,Media,Home Depot,145 Defense Highway  Annapolis  Maryland 21401,Business/Group/Organization,125.85,Billboards / Outdoor Advertising
2022-08-09,Lisanti  Mary Ann Friends Of,Media,TEXT TO SURVEY,1527 S. Cooper St  Arlington  Texas 76010,Business/Group/Organization,160.41,Consulting Fees - Media
2022-07-11,Edwards  George C. Friends For Committee,Media,The New Republic,145 Center Street  Meyersdale  Maryland 15552,Business/Group/Organization,45,Newspaper
2022-08-10,Edwards  George C. Friends For Committee,Media,The Republican Newspaper,P.O. Box 326  Oakland  Maryland 21550,Business/Group/Organization,263.65,Newspaper
2022-08-17,Edwards  George C. Friends For Committee,Media,The New Republic,145 Center Street  Meyersdale  Maryland 15552,Business/Group/Organization,220,Newspaper
2022-07-13,Edwards  George C. Friends For Committee,Media,Mountain Reign Softball,101 Church Street  Oakland  Maryland 21550,Business/Group/Organization,100,Book/Brochure Advertising
2022-03-27,Education Not Indoctrination Slate,Media,All Saints Media,PO Box 27  Brunswick  Maryland 21716,Business/Group/Organization,75,Graphic Design
2022-07-14,RIGHT DIRECTION WOMEN MD,Media,AD VICTORY LLC,190 MONROE AVE STE 300  GRAND RAPIDS  Michigan 49503,Business/Group/Organization,75000,TV
2022-07-13,RIGHT DIRECTION WOMEN MD,Media,ASCENT MEDIA,7600 E EASTMAN AVE SUITE 405  DENVER  Colorado 80231,Business/Group/Organization,10500,TV
2022-07-11,RIGHT DIRECTION WOMEN MD,Media,TEGNA INC.,1390 CHAIN BRIDGE RD STE 515  MCLEAN  Virginia 22101,Business/Group/Organization,25000,TV
2022-08-05,Marks  David Friends of,Media,Blue Rock Productions,8725 Loch Raven Blvd  Suite 201B  Towson  Maryland 21286,Business/Group/Organization,200,Graphic Design
2022-07-07,Watson  Courtney Friends Of,Media,The Strategy Group,500 W Madison St  Ste 1000  Chhicago  Illinois 60661,Business/Group/Organization,850,Consulting Fees - Media
2022-06-17,Wills  Matt Committee to Elect,Media,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,500,Consulting Fees - Media
2022-07-01,Wills  Matt Committee to Elect,Media,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,385.94,Online Advertising
2022-06-17,Wills  Matt Committee to Elect,Media,Effectv,Five Times Square  New York  New York 10031,Business/Group/Organization,10000,TV
2022-06-13,Wills  Matt Committee to Elect,Media,DBF Media,9683 CHARLES STREET  LA PLATA  Maryland 20646,Business/Group/Organization,200,Videos
2022-07-01,Wills  Matt Committee to Elect,Media,APG Media Chesapeake,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,590,Newspaper
2022-07-18,Holloway  Joe for Wicomico County Council,Media,Sussex Printing,24904 Sussex Highway  PO Box 1210  Seaford  Delaware 19973,Business/Group/Organization,836,Newspaper
2022-08-08,Yates  Chris Citizens for,Media,Christopher Yates  Jr.,1307 Iron Oak Crove  Crofton  Maryland 21114,Business/Group/Organization,500,Media - Website Development
2022-07-07,Hamilton  Rebecca Patriots for,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,280,Online Advertising
2022-07-05,Hamilton  Rebecca Patriots for,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,300,Online Advertising
2022-07-05,Franchot Anderson-Walker for Maryland Slate,Media,Tidemore Public Affairs  LLC,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,Business/Group/Organization,30004,TV
2022-07-05,Franchot Anderson-Walker for Maryland Slate,Media,Tidemore Public Affairs  LLC,1800 N Charles St  Ste 902  Baltimore  Maryland 21201,Business/Group/Organization,160975,TV
2022-07-18,White  Jennifer Friends of,Media,Northwest Voice Newspaper,PO Box 274  Baltimore  Maryland 21133,Business/Group/Organization,1395,Newspaper
2021-02-12,Charles  Nicholas Friends for,Media,Wix.com LTD,40 Namal  Tel Aviv/ 6350671  ISRAEL,Business/Group/Organization,24.85,Media - Website Development
2021-07-02,Charles  Nicholas Friends for,Media,Anthony Tilghman Enterprises,6614 Atwood St  District Heights  Maryland 20747,Business/Group/Organization,100,Videos
2022-01-08,Charles  Nicholas Friends for,Media,Robocent,2129 General Booth Blvd  Suite 103-277  Virginia Beach  Virginia 23454,Business/Group/Organization,97.29,Phones / Robo calls
2022-01-08,Charles  Nicholas Friends for,Media,Robocent,2129 General Booth Blvd.  Suite 103-277  Virginia Beach  Virginia 23454,Business/Group/Organization,630.69,Phones / Robo calls
2022-07-11,Abbott  Caryn Citizens For,Media,GSB Media,1147 Ocean Hwy.  Pocomoke City  Maryland 21861,Business/Group/Organization,475.2,Radio
2022-07-04,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,15,Online Advertising
2022-07-08,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,75,Online Advertising
2022-07-10,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,75,Online Advertising
2022-07-11,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,75,Online Advertising
2022-07-09,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Online Advertising
2022-08-22,Yang  Julie Friends of,Media,Wix,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,6.36,Media - Website Development
2022-07-20,Beachley  Victoria Vote,Media,Meta,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,213.99,Online Advertising
2022-07-18,Beachley  Victoria Vote,Media,Gatehouse Media Maryland Holdings  Inc.,100 Summit Ave.  Hagerstown  Maryland 21740,Business/Group/Organization,196.36,Newspaper
2022-07-11,Beachley  Victoria Vote,Media,WJEJ,1135 Haven Rd.  Hagerstown  Maryland 21742,Business/Group/Organization,161,Radio
2022-08-06,Beachley  Victoria Vote,Media,Meta,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,25,Online Advertising
2022-08-06,Beachley  Victoria Vote,Media,Meta,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,25,Online Advertising
2022-08-15,Beachley  Victoria Vote,Media,Antietam Broadband,1000 Willow Circle  Hagerstown  Maryland 21740,Business/Group/Organization,720,TV
2022-07-11,Adams  Tim(Timothy) Friends of,Media,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,422500,TV
2022-07-12,Adams  Tim(Timothy) Friends of,Media,The Politics Store,6 Winners Circle  #1A  Owings Mill  Maryland 21117,Business/Group/Organization,50000,Online Advertising
2022-07-15,Bates  William (Bill) Friends of,Media,Squarespace,5340 Alla Rd  Ste 105A  Los Angeles  California 90066,Business/Group/Organization,34.98,Media - Website Development
2022-07-26,Bates  William (Bill) Friends of,Media,County Times,PO Box 250  Hollywood  Maryland 20636,Business/Group/Organization,499,Book/Brochure Advertising
2022-08-15,Bates  William (Bill) Friends of,Media,Squarespace,5340 Alla Rd  Ste 105A  Los Angeles  California 90066,Business/Group/Organization,34.98,Media - Website Development
2022-07-08,Wagner  Randall Citizens for,Media,The Hancock News,263 Pennsylvania Ave.  Hancock  Maryland 21750,Business/Group/Organization,990,Newspaper
2022-07-13,Healey  Alison Friends of,Media,RumbleUp,2021 L Street NW  Ste 101-220  Washington  District Of Columbia 20037,Business/Group/Organization,100,Survey/Polls
2022-07-14,Healey  Alison Friends of,Media,RumbleUp,2021 L Street NW  Ste 101-220  Washington  District Of Columbia 20037,Business/Group/Organization,774,Survey/Polls
2021-05-18,Charles  Nicholas Friends for,Media,Wix.com LTD,40 Namal  Tel Aviv/ 6350671  ISRAEL,Business/Group/Organization,24.85,Media - Website Development
2021-09-08,Charles  Nicholas Friends for,Media,Wix.com LTD,40 Namal  Tel Aviv/ 6350671  ISRAEL,Business/Group/Organization,72,Media - Website Development
2022-04-01,Garrett County Democratic Central Committee,Media,Carbone Judy,871 Harvey Peninsula Road  Swanton  Garrett  Maryland 21561,Individual,154.82,Media - Website Development
2022-08-02,Jianning   Zeng Friends of Dr.,Media,GOOGLE,1600 Amphiteatre Parkway  Mountain View  California 94043,Business/Group/Organization,140.4,Online Advertising
2022-07-14,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Online Advertising
2022-07-18,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,100,Online Advertising
2022-07-15,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,101.31,Online Advertising
2022-07-07,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,50,Online Advertising
2022-07-06,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,35,Online Advertising
2022-07-06,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,25,Online Advertising
2022-07-18,Brown  Monise Keep Judge,Media,Facebook/Meta,770 Broadway  New York  New York 10003,Business/Group/Organization,64.96,Online Advertising
2022-07-20,Logsdon  Todd Citizens for,Media,WCBC,PO Box 1290  Cumberland  Maryland 21502,Business/Group/Organization,85,Radio
2022-08-09,Manners  Chris for Register,Media,Frederick News Post,351 Ballenger Center Dr   Frederick  Maryland 21703,Business/Group/Organization,1070,Newspaper
2022-08-17,Manners  Chris for Register,Media,E Plus Graphics and Promotions,1 East Main Street  Emmitsburg  Maryland 21727,Business/Group/Organization,755,Newspaper
2022-07-24,Tyo  Tanya Citizens to Elect for Harco BOE,Media,Wix.com,40 Namal Tel  Aviv 6350671  ISRAEL,Business/Group/Organization,40.28,Media - Website Development
2022-08-23,Tyo  Tanya Citizens to Elect for Harco BOE,Media,Wix.com,40 Namal Tel  Aviv 6350671  ISRAEL,Business/Group/Organization,40.28,Media - Website Development
2022-08-01,Montgomery County Business Owners Roundtable,Media,Meyer Consulting  LLC,1409 Highland Ave  Louisville  Kentucky 40204,Business/Group/Organization,3000,Online Advertising
2022-08-15,Fraser-Hidalgo  (David) For 15,Media,THE PIVOT GROUP,1250 Half St SE  Washington  District Of Columbia 20003,Business/Group/Organization,15432.53,Billboards / Outdoor Advertising
2022-07-13,Gallo  Ted (Edward) for Kent County,Media,APG Chesapeake,29088 Airport Dr  Easton  Maryland 21601,Business/Group/Organization,150,Newspaper
2022-07-12,King  John for Governor,Media,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,500,Online Advertising
2022-08-08,Herz (Thomas) For Commissioner,Media,Kent News,223 High Street  Chestertown  Maryland 21620,Business/Group/Organization,495,Newspaper
2022-07-15,Adams  Tim(Timothy) Friends of,Media,Tred Avon Strategies LLC,One State Circle  Annapolis  Maryland 21401,Business/Group/Organization,4000,Consulting Fees - General
2022-08-23,Poyer  Scott Friends of,Media,The Voice Media Inc.,P.O. Box 608  Severna Park  Maryland 21146,Business/Group/Organization,445,Newspaper
2022-07-12,Anleu  Brian For County Council,Media,Scale to Win,13742 Harper St.  Santa Ana  California 92703,Business/Group/Organization,886.95,Phones / Robo calls
2022-08-08,Anleu  Brian For County Council,Media,Meta Platforms  Inc.,1601 Willow Rd.  Menlo Park  California 94025,Business/Group/Organization,556.79,Online Advertising
2022-08-11,Olson  Eric Friends Of,Media,Switchboard Public Benefit Co,PO Box 33485  Washington  District Of Columbia 20033,Business/Group/Organization,77.92,Phones / Robo calls
2022-07-05,Wilson  C.T. Committee To Elect,Media,GOOGLE,1600 AMPITHEATRE WAY  MOUNTAIN VIEW  California 94043,Business/Group/Organization,6.36,Media - Website Development
2022-06-07,Socol  Max Neighbors for,Media,Meta Platforms Inc,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,12.66,Online Advertising
2022-08-09,Griffith  Melony Citizens For,Media,Frankie Ghee,807 S. Sherman St.  #2  Spokane  Washington 99202,Individual,250,Media - Website Development
2022-07-22,Griffith  Melony Citizens For,Media,Frankie Ghee,807 S. Sherman St.  #2  Spokane  Washington 99202,Individual,450,Media - Website Development
2022-07-06,Hough  Mike Friends of,Media,Strategic Media,3299 K St. NW  Suite 200  Washington  District Of Columbia 20007,Business/Group/Organization,28493,TV
2022-07-20,Hough  Mike Friends of,Media,Facebook,156 University Ave.  Palo Alto  California 94301,Business/Group/Organization,50,Online Advertising
2022-07-20,Hough  Mike Friends of,Media,Majority Strategies LLC,12854 Kenan Drive  Suite 110  Jacksonville  Florida 32258,Business/Group/Organization,6000,Online Advertising
2022-07-12,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,SOMAR COMMUNICATIONS,28095 Three Notch Road  Mechanicsville  Maryland 20659,Business/Group/Organization,295.2,Newspaper
2022-08-01,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,FACEBOOK,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,137.84,Online Advertising
2022-07-11,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,SOMAR COMMUNICATIONS,28095 Three Notch Road  Mechanicsville  Maryland 20659,Business/Group/Organization,5760,Radio
2022-07-13,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,EFFECT TV,135 W Dares Beach Road  Prince Frederick  Maryland 20678,Business/Group/Organization,4539,TV
2022-07-13,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,THE COUNTY TIMES,43251 Rescue Lane  Hollywood  Maryland 20636,Business/Group/Organization,499,Newspaper
